country,year,happiness_score,gdp_factor,social_support_factor,health_factor,freedom_factor,generosity_factor,corruption_factor,iso3,co2_total_mt,co2_per_capita_t,gdp_current_usd,gdp_per_capita_usd,internet_users_pct,life_expectancy_years,population_total,trade_pct_gdp,unemployment_pct,urban_population_pct
Dominican Republic,2016,5.155,1.02787,0.99496,0.57669,0.52259,0.21286,0.12372,DOM,24.644567,2.34095,72342967648.3354,6793.53812543935,63.87,73.861,10648791.0,53.8373648241106,7.28399991989136,79.436
Morocco,2016,5.151,0.84058,0.38595,0.59471,0.25646,0.04053,0.08404,MAR,58.457476,1.665111,103345296966.607,2885.48753086285,58.27123642,75.821,35276786.0,80.6204670867705,9.30000019073486,61.36
Hungary,2016,5.145,1.24142,0.93164,0.67608,0.1977,0.099,0.04472,HUN,47.113086,4.80006,126007978024.32,12839.5845439042,79.25940132,76.0634146341464,9814023.0,169.444823906601,5.11499977111816,70.779
Pakistan,2016,5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388,PAK,195.791491,0.916949,278654637737.69,1442.28584033183,15.51455779,66.481,193203476.0,25.3062315100758,3.44000005722046,36.234
Lebanon,2016,5.129,1.12268,0.64184,0.76171,0.26228,0.23693,0.03061,LBN,26.45721,4.227324,51483909754.8922,8571.1262475123,76.11,79.584,6006668.0,69.4395005462694,6.26300001144409,88.266
Portugal,2016,5.123,1.27607,0.94367,0.79363,0.44727,0.11691,0.01521,PRT,50.442234,4.881781,206275669201.916,19977.3984908279,70.42356709,81.1243902439025,10325452.0,78.9156708978573,11.0659999847412,64.086
Macedonia,2016,5.121,1.0193,0.78236,0.64738,0.27668,0.23507,0.07047,MKD,6.987248,3.311184,10672471860.7184,5128.0228198066,72.15681447,75.703,2081206.0,116.185576543179,23.7240009307861,57.563
Vietnam,2016,5.061,0.74037,0.79117,0.66157,0.55954,0.25075,0.11556,VNM,226.099813,2.427878,205276172134.901,2170.64805431211,46.5,76.253,94569072.0,184.686278311417,1.85099995136261,34.51
Somaliland Region,2016,5.057,0.25558,0.75862,0.33108,0.3913,0.51479,0.36794,SOM,0.637536,0.044605,6761998533.93861,472.272693325142,1.88,56.293,14317996.0,76.9594793541756,14.2589998245239,43.816
Tunisia,2016,5.045,0.97724,0.43165,0.59577,0.23553,0.03936,0.0817,TUN,29.880056,2.556983,41808379888.2682,3666.3571544062,49.6,75.731,11403248.0,90.6983399477086,15.5139999389648,68.346
Greece,2016,5.033,1.24886,0.75473,0.80029,0.05822,0.0,0.04127,GRC,71.364164,6.638686,195222443512.937,18116.4596223336,69.08791547,81.3878048780488,10775971.0,60.8405277004676,23.5389995574951,78.387
Tajikistan,2016,4.996,0.48835,0.75602,0.53119,0.43408,0.25998,0.13509,TJK,6.436582,0.73769,6952678127.03396,795.960747465436,20.47,71.051,8734951.0,54.9733751108223,10.9890003204346,26.851
Mongolia,2016,4.907,0.98853,1.08983,0.55469,0.35972,0.34539,0.03285,MNG,25.629142,8.459705,11186734674.3847,3695.16484928136,22.2657705,69.287,3027398.0,95.6114094813076,7.2350001335144,68.297
Laos,2016,4.876,0.68042,0.5497,0.38291,0.52168,0.43079,0.22423,LAO,16.458121,2.388224,15805707154.2329,2338.69215683656,21.87,66.683,6758353.0,75.0918215172699,0.647000014781952,33.736
Nigeria,2016,4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305,NGA,116.950162,0.619876,404649527537.713,2175.65627600394,25.67,53.428,185989640.0,20.7225188807245,6.23699998855591,48.683
Honduras,2016,4.871,0.69429,0.75596,0.58383,0.26755,0.2044,0.06906,HND,9.722308,1.027641,21643936938.9096,2375.09632686503,30.0,73.575,9112867.0,100.487881072994,4.66800022125244,55.813
Iran,2016,4.813,1.11758,0.38857,0.64232,0.22544,0.38538,0.0557,IRN,633.826874,7.608397,418976679728.567,5219.1094080464,53.22677263,75.953,80277428.0,43.2144633452964,12.4300003051758,73.88
Zambia,2016,4.795,0.61202,0.6376,0.23573,0.42662,0.17866,0.11479,ZMB,5.857442,0.349328,20954754378.1394,1262.98968188557,25.50657885,61.874,16591390.0,73.9585743505261,7.37200021743774,42.438
Nepal,2016,4.793,0.44626,0.69699,0.50073,0.37012,0.3816,0.07008,NPL,9.760756,0.350335,21185922407.5922,730.983328253608,19.68876384,70.253,28982771.0,48.7514443258116,1.42599999904633,18.942
Palestinian Territories,2016,4.754,0.67024,0.71629,0.56844,0.17744,0.11154,0.10613,PSE,3.233566,0.70389,13425700000.0,2949.68808537545,61.17838483,73.473,4551566.0,74.541364696068,26.8899993896484,75.628
Albania,2016,4.655,0.9553,0.50163,0.73007,0.31866,0.1684,0.05301,ALB,4.631977,1.607732,11883682170.8236,4131.87234065272,66.3634447,78.345,2876101.0,74.669259671744,15.2200002670288,58.421
Bangladesh,2016,4.643,0.54177,0.24749,0.52989,0.39778,0.19132,0.12583,BGD,76.193544,0.476852,221415188000.475,1358.77918567012,18.02,72.489,162951560.0,37.9542963529911,4.34999990463257,35.083
Sierra Leone,2016,4.635,0.36485,0.628,0.0,0.30685,0.23897,0.08196,SLE,1.150496,0.153524,3556036534.56923,480.793021078316,11.77318438,51.835,7396190.0,79.4160025693785,4.71000003814697,41.228
Iraq,2016,4.575,1.07474,0.59205,0.51076,0.24856,0.19589,0.13636,IRQ,194.010857,5.013467,170559560067.682,4584.61743095832,21.23,69.862,37202572.0,73.8210928691467,8.0930004119873,70.094
Namibia,2016,4.574,0.93287,0.70362,0.34745,0.48614,0.07795,0.10398,NAM,4.051196,1.743686,11281259987.2185,4549.42164162487,31.03334594,64.388,2479713.0,103.282516703503,23.3519992828369,47.961
Cameroon,2016,4.513,0.52497,0.62542,0.12698,0.42736,0.2268,0.06126,CMR,9.942507,0.419309,32621535418.9031,1391.75188266553,23.20297197,58.073,23439189.0,43.2045179184235,3.47099995613098,55.179
Ethiopia,2016,4.508,0.29283,0.37932,0.34578,0.36703,0.29522,0.1717,ETH,14.347424,0.136262,73000980433.9486,712.877949961138,15.36692386,65.475,102403196.0,35.5063366286527,1.93499994277954,19.866
South Africa,2016,4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415,ZAF,456.972861,8.099157,295746599722.066,5279.73047236548,54.0,62.774,56015473.0,60.790525014704,26.5510005950928,65.341
Sri Lanka,2016,4.415,0.97318,0.84783,0.62007,0.50817,0.46978,0.07964,LKA,23.023608,1.074589,81787420023.358,3857.35131931132,32.05100274,75.284,21203000.0,50.0084866739714,4.36999988555908,18.311
India,2016,4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722,IND,2383.815964,1.780779,2290432075123.55,1729.70972994146,29.54716289,68.56,1324171354.0,40.1588889134059,2.73000001907349,33.182
Myanmar,2016,4.395,0.34112,0.69981,0.3988,0.42692,0.81971,0.20243,MMR,21.140408,0.40739,63256184700.2223,1196.10320448535,25.07330424,66.612,52885223.0,36.9632383844972,1.17599999904633,30.082
Egypt,2016,4.362,0.95395,0.49813,0.52116,0.18847,0.12706,0.10393,EGY,239.385581,2.399037,332927833278.038,3479.28124621174,41.24806709,71.484,95688681.0,30.2465490514505,12.4069995880127,42.732
Armenia,2016,4.36,0.86086,0.62477,0.64083,0.14037,0.07793,0.03616,ARM,5.203013,1.815531,10546135160.031,3605.74311684256,64.34602977,74.618,2924816.0,75.9178800280663,17.617000579834,63.082
Kenya,2016,4.356,0.52267,0.7624,0.30147,0.40576,0.41328,0.06686,KEN,17.390573,0.3631,70875223143.0362,1462.50374328664,16.6,67.032,48461567.0,36.7513758059156,9.62899971008301,26.105
Ukraine,2016,4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829,UKR,234.008459,5.219492,93355993628.5042,2187.73199668415,53.0,71.4763414634146,45004645.0,105.521204913122,9.35000038146973,69.154
Ghana,2016,4.276,0.63107,0.49353,0.29681,0.40973,0.21203,0.0326,GHA,15.562399,0.52657,55009730600.0307,1950.23437670724,34.66600065,62.742,28206728.0,69.3576702283933,6.76700019836426,54.749
Congo (Kinshasa),2016,4.272,0.05661,0.80676,0.188,0.15602,0.25458,0.06075,COD,2.014128,0.024734,37134799974.5225,471.635945618558,6.20997406,59.621,78736153.0,59.5908463428979,4.29500007629395,43.307
Georgia,2016,4.252,0.83792,0.19249,0.64035,0.32461,0.06786,0.3188,GEO,10.06768,2.669686,14378016729.1587,3857.27630926281,59.26,73.261,3727505.0,102.92960091532,13.9700002670288,57.837
Congo (Brazzaville),2016,4.236,0.77109,0.47799,0.28212,0.37938,0.12077,0.09753,COG,5.809876,1.120122,9035848070.90357,1762.80991296879,8.121949323,64.625,5125821.0,152.142345789697,9.70899963378906,66.001
Senegal,2016,4.219,0.44314,0.77416,0.40457,0.31056,0.19103,0.11681,SEN,10.015698,0.678968,18973894458.795,1231.14259536964,25.66476804,67.146,15411614.0,54.256384049486,6.61299991607666,46.296
Bulgaria,2016,4.217,1.11306,0.92542,0.67806,0.21219,0.12793,0.00615,BGR,45.48431,6.277183,53240950226.2443,7469.45563823624,59.82554766,74.8121951219512,7127822.0,123.643790502497,7.57499980926514,74.329
Mauritania,2016,4.201,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955,MRT,2.6271,0.648364,4739298730.42216,1101.90162664331,18.0,63.238,4301018.0,100.528410295972,10.3780002593994,51.962
Zimbabwe,2016,4.193,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582,ZWE,10.533453,0.728822,20548678100.0,1272.3354498184,23.11998904,61.163,16150362.0,51.2190246437312,5.23899984359741,32.296
Malawi,2016,4.156,0.08709,0.147,0.29364,0.4143,0.30968,0.07564,MWI,1.194351,0.068619,5433040159.88747,300.307748766344,11.47,63.223,18091575.0,77.9077147874236,5.71199989318848,16.506
Sudan,2016,4.139,0.63069,0.81928,0.29759,0.0,0.18077,0.10039,SDN,20.037709,0.508866,95584380032.2061,2415.03816212562,28.0,64.486,39578828.0,22.3559290338775,13.0089998245239,34.121
Gabon,2016,4.121,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314,GAB,6.5217,3.126105,14014369641.7689,7078.72954034874,48.05227375,66.105,1979786.0,70.1333810645308,19.6259994506836,88.559
Mali,2016,4.073,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647,MLI,3.336958,0.178446,14010787737.8424,778.600425102067,11.11218649,57.966,17994837.0,63.7896509634428,9.72999954223633,40.783
Haiti,2016,4.028,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476,HTI,2.979519,0.2781,7970649131.23416,734.802591238931,12.23260161,63.33,10847334.0,73.3418950483363,13.6470003128052,53.396
Botswana,2016,3.974,1.09426,0.89186,0.34752,0.44089,0.12425,0.10769,BWA,6.348201,2.698588,15648632361.5749,6954.14412626757,39.36299738,66.797,2250260.0,92.9109735459173,17.9489994049072,67.933
Comoros,2016,3.956,0.27509,0.60323,0.29981,0.15412,0.1827,0.18437,COM,0.216176,0.28969,1024261820.6281,1287.40640173668,7.938322771,63.701,795601.0,36.8804975117825,3.85199999809265,28.619
Ivory Coast,2016,3.916,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553,CIV,11.982756,0.494877,35389998638.9371,1493.50606064011,41.21,53.582,23695919.0,63.7483776166493,2.59899997711182,49.881
Cambodia,2016,3.907,0.55604,0.5375,0.42494,0.58852,0.40339,0.08092,KHM,10.921712,0.699008,20016747754.0192,1269.90723818939,32.39845171,68.981,15762370.0,126.950028975988,1.13100004196167,22.582
Angola,2016,3.866,0.84731,0.66366,0.04991,0.00589,0.12071,0.08434,AGO,27.209697,0.933285,101123851090.473,3509.60421142273,13.0,61.547,28813463.0,53.3701552785783,7.2810001373291,64.149
Niger,2016,3.856,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176,NER,2.146714,0.102607,7528285443.60769,364.160507797334,4.32275803,60.058,20672987.0,48.706386584922,0.310999989509583,16.29
South Sudan,2016,3.832,0.39394,0.18519,0.15781,0.19662,0.25899,0.13015,SSD,1.70376,0.153962,2904114903.22912,237.444118481,6.679728051,56.811,12230730.0,116.698145424894,12.576000213623,19.092
Chad,2016,3.763,0.42214,0.63178,0.03824,0.12807,0.18667,0.04952,TCD,2.015423,0.138113,10090922857.3905,698.210886304957,5.0,52.903,14452543.0,63.2969251336898,2.41700005531311,22.677
Burkina Faso,2016,3.739,0.31995,0.63054,0.21297,0.3337,0.24353,0.12533,BFA,3.903988,0.202536,10886363726.8422,583.830898212126,13.96,60.361,18646433.0,51.9403785151064,6.36399984359741,28.134
Uganda,2016,3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442,UGA,4.788769,0.123587,24133664284.5033,581.702772948812,21.87617046,59.889,41487965.0,47.1145215972767,1.79200005531311,22.624
Yemen,2016,3.724,0.57939,0.47493,0.31048,0.2287,0.09821,0.05892,YEM,10.901535,0.372396,36436652465.1639,1320.92412660691,24.57920836,64.953,27584213.0,,13.5240001678467,35.394
Madagascar,2016,3.695,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506,MDG,3.267788,0.128139,10001193315.1966,401.742265413689,4.713662899,65.932,24894551.0,69.256037031129,1.75499999523163,35.856
Tanzania,2016,3.666,0.47155,0.77623,0.357,0.3176,0.31472,0.05099,TZA,10.869388,0.199798,49774021003.0821,922.623927014204,13.0,65.675,55572201.0,35.4204700250028,2.09500002861023,32.333
Liberia,2016,3.622,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852,LBR,1.353802,0.28767,3277826000.0,710.436009357099,7.319106411,62.505,4613823.0,121.676440421182,2.15000009536743,50.254
Guinea,2016,3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,GIN,2.741192,0.229754,8694360304.56367,701.388642312075,9.8,60.015,12395924.0,110.971585001091,3.66799998283386,35.46
Rwanda,2016,3.515,0.32846,0.61586,0.31865,0.5432,0.23552,0.50521,RWA,1.068892,0.08959,8475681532.52169,711.195791311547,20.0,67.129,11917508.0,48.024538954181,1.0349999666214,17.056
Benin,2016,3.484,0.39499,0.10419,0.21028,0.39747,0.2018,0.06681,BEN,6.494014,0.576729,8573159696.61128,788.532442415695,11.99404791,60.907,10872298.0,61.0906566522829,2.41899991035461,46.229
Afghanistan,2016,3.36,0.38227,0.11037,0.17344,0.1643,0.31268,0.07112,AFG,9.067598,0.261795,19046357714.4928,549.582759921642,10.59572642,63.673,34656032.0,47.6590554256105,1.63399994373322,25.02
Togo,2016,3.303,0.28123,0.0,0.24811,0.34678,0.17517,0.11587,TGO,2.311978,0.301772,4457732624.94515,586.052253668457,11.31,60.232,7606374.0,103.986696284281,1.65400004386902,40.628
Syria,2016,3.069,0.74719,0.14866,0.62994,0.06912,0.48397,0.17233,SYR,29.002529,1.529326,,,31.86962727,70.31,18430453.0,,8.25300025939941,52.835
Burundi,2016,2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419,BDI,0.467437,0.042871,2959185295.39019,281.181337625778,5.173626777,57.481,10524117.0,23.0561784121918,1.56599998474121,12.388
Norway,2017,7.53700017929077,1.61646318435669,1.53352355957031,0.796666502952576,0.635422587394714,0.36201223731041,0.315963834524155,NOR,44.242,8.383981,399488897844.046,75704.2486981247,96.50851854,82.509756097561,5276968.0,69.2904302364183,4.16200017929077,81.871
Denmark,2017,7.52199983596802,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864,DNK,34.78027,6.062149,329865537183.471,57218.8519619271,97.09936216,81.0048780487805,5764980.0,101.991674268973,5.74300003051758,87.757
Iceland,2017,7.50400018692017,1.480633020401,1.6105740070343,0.833552122116089,0.627162635326385,0.475540220737457,0.153526559472084,ISL,3.60162,10.481037,24488467010.4793,71311.78512079,98.26,82.2048780487805,343400.0,88.126135375754,2.74200010299683,93.773
Switzerland,2017,7.49399995803833,1.56497955322266,1.51691174507141,0.858131289482117,0.620070576667786,0.290549278259277,0.367007285356522,CHE,38.178641,4.517281,678965423322.021,80342.8463384363,93.71386591,83.6024390243903,8450851.0,119.107528511401,4.79699993133545,73.761
Finland,2017,7.4689998626709,1.44357192516327,1.5402467250824,0.80915766954422,0.617950856685638,0.24548277258873,0.38261154294014,FIN,44.577796,8.093076,252301837573.029,45804.6542078846,87.46892907,81.4292682926829,5508214.0,76.7356582638058,8.64000034332275,85.325
Netherlands,2017,7.3769998550415,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.470489829778671,0.282661825418472,NLD,162.493965,9.443372,830572618849.828,48482.7662104389,93.19727891,81.5609756097561,17131296.0,155.174968251729,4.83900022506714,91.077
Canada,2017,7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,CAN,571.544619,15.635476,1647120175449.13,44870.7761570967,92.70137191,82.4704878048781,36708083.0,64.4563252504763,6.34000015258789,81.35
New Zealand,2017,7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.614062130451202,0.500005125999451,0.382816702127457,NZL,35.688127,7.519223,204139049908.52,42583.0847344584,90.81109307,81.6585365853659,4793900.0,53.3895797874747,4.7020001411438,86.466
Sweden,2017,7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.385399252176285,0.384398728609085,SWE,42.704238,4.245718,535607385506.432,53253.4766411192,96.40964528,82.3073170731707,10057698.0,87.0068421364134,6.71799993515015,87.146
Australia,2017,7.28399991989136,1.484414935112,1.51004195213318,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,AUS,414.358312,16.850455,1323421072479.07,53793.5372560884,86.54472054,82.4975609756098,24601860.0,41.8929700625283,5.5939998626709,85.904
Israel,2017,7.21299982070923,1.37538242340088,1.37628996372223,0.83840399980545,0.405988603830338,0.330082654953003,0.0852421000599861,ISR,58.841634,7.081456,353268411918.577,40543.5841665702,81.58118359,82.6024390243903,8713300.0,56.8014320945592,4.21500015258789,92.336
Costa Rica,2017,7.0789999961853,1.10970628261566,1.41640365123749,0.759509265422821,0.580131649971008,0.214613229036331,0.100106589496136,CRI,8.198038,1.641629,57285984447.7113,11677.2690372725,71.58166462,80.03,4905769.0,66.2646152486654,8.14200019836426,78.56
Austria,2017,7.00600004196167,1.48709726333618,1.4599449634552,0.815328419208527,0.567766189575195,0.316472321748734,0.221060365438461,AUT,69.592825,7.910526,416835975862.193,47380.8296365373,87.93558659,81.6414634146342,8797566.0,104.375795166018,5.49900007247925,58.094
United States,2017,6.99300003051758,1.54625928401947,1.41992056369781,0.77428662776947,0.505740523338318,0.392578780651093,0.135638788342476,USA,5210.957584,15.800777,19485394000000.0,59927.9302860566,75.23264272,78.5390243902439,325147121.0,27.0909123007726,4.35500001907349,82.058
Ireland,2017,6.97700023651123,1.53570663928986,1.55823111534119,0.80978262424469,0.573110342025757,0.42785832285881,0.29838815331459,IRL,39.078033,8.189277,331430014003.047,68885.4503790221,84.51538863,81.9560975609756,4811321.0,209.385440579558,6.71000003814697,62.947
Germany,2017,6.95100021362305,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.336269170045853,0.276731938123703,DEU,785.616471,9.50829,3693204332229.78,44665.5063657981,84.39550077,80.990243902439,82685827.0,86.533713316287,3.74600005149841,77.261
Belgium,2017,6.89099979400635,1.46378076076508,1.46231269836426,0.818091869354248,0.539770722389221,0.231503337621689,0.251343131065369,BEL,99.126283,8.707135,494763551890.776,43467.445895672,87.67968082,81.4390243902439,11382393.0,170.399444803678,7.08599996566772,97.961
Luxembourg,2017,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,LUX,9.261198,15.531547,62316359824.1281,104498.738671031,97.82762613,82.6853658536585,596336.0,412.868861072341,5.52199983596802,90.727
United Kingdom,2017,6.71400022506714,1.44163393974304,1.49646008014679,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,GBR,387.367141,5.863442,2637866340434.13,39953.573056328,94.62,81.1560975609756,66023290.0,61.426287391523,4.33500003814697,83.143
Chile,2017,6.65199995040894,1.25278460979462,1.28402495384216,0.819479703903198,0.376895278692245,0.326662421226501,0.0822879821062088,CHL,84.074592,4.577088,277075944401.941,15346.4496997595,82.32748693,79.732,18054726.0,55.6950807258162,6.95800018310547,87.49
United Arab Emirates,2017,6.64799976348877,1.62634336948395,1.26641023159027,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537,ARE,214.15601,23.615904,382575085091.899,40698.8493360368,94.81992254,77.412,9400145.0,172.810526922642,2.46300005912781,86.248
Brazil,2017,6.63500022888184,1.10735321044922,1.43130600452423,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,BRA,497.412678,2.385616,2053594877013.22,9812.27853101845,67.47,75.723,209288278.0,24.1444801886034,12.8269996643066,86.309
Czech Republic,2017,6.60900020599365,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663,CZE,107.747749,10.231187,215913545038.43,20379.8960396417,78.71917285,79.4756097560976,10594438.0,151.928875567708,2.89000010490417,73.675
Argentina,2017,6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.494519203901291,0.109457060694695,0.059739887714386,ARG,186.898875,4.242436,637430331479.469,14398.3587709055,75.80974423,76.738,44271041.0,25.0208364920701,8.34700012207031,91.749
Mexico,2017,6.57800006866455,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,MEX,465.620953,3.79049,1150887823404.18,8910.33317708802,63.85224909,77.305,129163276.0,77.5378525985025,3.42000007629395,79.867
Singapore,2017,6.57200002670288,1.69227766990662,1.35381436347961,0.949492394924164,0.549840569496155,0.345965981483459,0.46430778503418,SGP,37.156624,6.445782,323907234412.34,57714.2966313778,84.44953878,82.8951219512195,5612253.0,322.428124444564,3.90700006484985,100.0
Malta,2017,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.574730575084686,0.153066068887711,MLT,1.530878,3.192676,12518134319.0893,26748.2074087536,80.07137784,82.4536585365854,467999.0,249.197969005077,4.56699991226196,94.546
Uruguay,2017,6.4539999961853,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718,URY,6.162573,1.800764,56156972157.6958,16245.5983677431,68.27966256,77.645,3456750.0,39.9878243855738,7.8899998664856,95.24
Guatemala,2017,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.531310617923737,0.283488392829895,0.0772232785820961,GTM,17.320524,1.044744,75620095537.5005,4470.98957191189,40.70304908,73.654,16913503.0,45.6572306721025,2.68400001525879,50.68
Panama,2017,6.4520001411438,1.23374843597412,1.37319254875183,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,PAN,11.223156,2.739986,62283756584.4322,15196.3973399692,57.86509007,78.195,4098587.0,87.5667711078786,3.90000009536743,67.365
France,2017,6.44199991226196,1.43092346191406,1.38777685165405,0.844465851783752,0.470222115516663,0.129762306809425,0.172502428293228,FRA,337.457549,5.26093,2582501307216.42,38484.1899236567,80.5,82.5243902439024,67105513.0,62.8660320591001,9.39700031280518,80.18
Thailand,2017,6.42399978637695,1.12786877155304,1.42579245567322,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,THA,293.074203,4.133733,455302682985.757,6595.00412458017,52.89192934,75.498,69037513.0,122.802846744057,0.632000029087067,49.2
Taiwan Province of China,2017,6.42199993133545,1.43362653255463,1.38456535339355,0.793984234333038,0.361466586589813,0.258360475301743,0.0638292357325554,TWN,284.821,12.035526,,,,,,,,
Spain,2017,6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,ESP,275.053205,5.904435,1314314164402.2,28208.3004052718,84.6022457,83.3292682926829,46593171.0,65.714525785827,17.2240009307861,80.08
Qatar,2017,6.375,1.87076568603516,1.27429687976837,0.710098087787628,0.604130983352661,0.330473870038986,0.439299255609512,QAT,100.180027,36.942875,166928571428.571,63249.4224329057,95.94,78.331,2639211.0,88.2994305651559,0.140000000596046,99.078
Colombia,2017,6.35699987411499,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451,COL,79.687616,1.648084,314457601859.523,6408.92001169297,62.25988032,74.562,49065615.0,34.2583641512139,8.87199974060059,80.446
Saudi Arabia,2017,6.3439998626709,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126,SAU,643.638561,18.823627,686738400000.0,20849.2913686605,82.12,74.72,32938213.0,63.4036289024564,5.8899998664856,83.622
Trinidad and Tobago,2017,6.16800022125244,1.36135590076447,1.3802285194397,0.519983291625977,0.518630743026733,0.325296461582184,0.0089648161083459,TTO,40.317883,27.267478,22079017626.6686,16126.3709498173,77.32605293,70.783,1369125.0,,2.81699991226196,53.205
Kuwait,2017,6.10500001907349,1.63295245170593,1.25969874858856,0.632105708122253,0.496337592601776,0.228289797902107,0.215159550309181,KWT,95.937818,23.258194,120126277612.925,29040.3637091117,97.99998933,74.811,4136528.0,97.9763574433981,1.99699997901917,100.0
Slovakia,2017,6.09800004959106,1.32539355754852,1.50505924224854,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,SVK,36.112652,6.639067,95617670260.1144,17579.2593991421,81.62566752,77.1658536585366,5439232.0,190.679305200793,8.13099956512451,53.751
Bahrain,2017,6.08699989318848,1.48841226100922,1.32311046123505,0.653133034706116,0.536746919155121,0.172668486833572,0.257042169570923,BHR,32.835192,22.538732,35432686170.2128,23739.1571732062,95.87813575,77.038,1492584.0,142.831515257054,0.947000026702881,89.186
Malaysia,2017,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.402264982461929,0.416608929634094,0.0656007081270218,MYS,248.202507,7.762197,314710259510.743,9951.54415327241,80.14047901,75.452,31624264.0,135.837458806839,3.41000008583069,75.447
Nicaragua,2017,6.07100009918213,0.737299203872681,1.28721570968628,0.653095960617065,0.447551846504211,0.301674216985703,0.130687981843948,NIC,5.461305,0.842725,13814261535.5434,2221.80644458727,27.86304001,75.653,6217581.0,96.6508837293879,4.21299982070923,58.299
Ecuador,2017,6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.150112465023994,0.140134647488594,ECU,40.075534,2.400172,104295862000.0,6273.48889235625,57.27224368,76.551,16624858.0,42.4217213910174,3.83599996566772,63.67
El Salvador,2017,6.00299978256226,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,SLV,5.9697,0.952614,24805439600.0,3889.30876895407,31.25135241,73.75,6377853.0,72.5479180784202,4.38500022888184,71.275
Poland,2017,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,POL,337.734951,8.764866,526465839002.568,13863.5484202763,75.98536595,77.8512195121951,37974826.0,104.55810702775,4.88700008392334,60.105
Uzbekistan,2017,5.97100019454956,0.786441087722778,1.54896914958954,0.498272627592087,0.658248662948608,0.415983647108078,0.246528223156929,UZB,108.930768,3.409875,49677172714.26,1533.85203766488,52.30510079,71.42,32387200.0,68.5185423260856,4.97200012207031,50.55
Italy,2017,5.96400022506714,1.39506661891937,1.44492328166962,0.853144347667694,0.256450712680817,0.17278964817524,0.0280280914157629,ITA,352.735387,5.878528,1943835376341.56,32110.0272619967,61.30114276,83.2439024390244,60536709.0,59.3611077857416,11.2110004425049,70.144
Russia,2017,5.96299982070923,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,RUS,1654.154022,11.372466,1578417211936.87,10749.0560658145,76.00813853,72.1190243902439,144496740.0,46.7668985297882,5.21199989318848,74.292
