country,year,happiness_score,gdp_factor,social_support_factor,health_factor,freedom_factor,generosity_factor,corruption_factor,iso3,co2_total_mt,co2_per_capita_t,gdp_current_usd,gdp_per_capita_usd,internet_users_pct,life_expectancy_years,population_total,trade_pct_gdp,unemployment_pct,urban_population_pct
Sudan,2015,4.55,0.52107,1.01404,0.36878,0.10081,0.19062,0.1466,SDN,21.189521,0.555118,97156119150.0,2513.88466117983,26.61,64.257,38647803.0,19.1008041102885,13.1549997329712,33.894
Haiti,2015,4.518,0.26673,0.74302,0.38847,0.24425,0.46187,0.17175,HTI,2.660657,0.251867,8724656126.49849,814.546395216916,12.1977,63.055,10711061.0,70.5516896261956,13.7239999771118,52.427
Congo (Kinshasa),2015,4.517,0.0,1.0012,0.09806,0.22605,0.24834,0.07625,COD,2.79269,0.035505,37917704900.0794,497.629755725505,3.799999507,59.205,76196619.0,59.3324309643087,4.17399978637695,42.74
Nepal,2015,4.514,0.35997,0.86449,0.56874,0.38282,0.32296,0.05907,NPL,6.904657,0.250075,21410840908.5198,747.160462355857,17.58161801,69.887,28656282.0,53.0952668109502,1.42900002002716,18.557
Ethiopia,2015,4.512,0.19073,0.60406,0.44055,0.4345,0.24325,0.15048,ETH,12.696406,0.123901,64464547915.2698,645.465006707765,13.85517556,65.037,99873033.0,39.6561241449515,2.01399993896484,19.428
Sierra Leone,2015,4.507,0.33024,0.95571,0.0,0.4084,0.21488,0.08786,SLE,1.04464,0.142812,4218723875.1379,582.936203085923,6.344421603,51.423,7237025.0,66.8026117984293,4.75,40.829
Mauritania,2015,4.436,0.45407,0.86908,0.35874,0.24232,0.219,0.17461,MRT,3.002494,0.760853,4844223106.95469,1158.25637052423,15.19912669,63.082,4182341.0,109.364891991233,10.7889995574951,51.089
Kenya,2015,4.419,0.36471,0.99876,0.41435,0.42215,0.37542,0.05839,KEN,16.295494,0.347812,64007751187.8874,1355.05547100771,16.6,66.695,47236259.0,44.2113177762908,9.67500019073486,25.658
Djibouti,2015,4.369,0.44025,0.59207,0.36291,0.46074,0.18093,0.28105,DJI,0.431641,0.428956,1633741922.68737,1761.6101575859,11.92243143,62.26,927414.0,107.516747251432,11.0939998626709,77.417
Armenia,2015,4.35,0.76821,0.77711,0.7299,0.19847,0.07855,0.039,ARM,5.469323,1.899998,10553337672.9872,3617.93574555176,59.10237771,74.445,2916950.0,71.5932653468932,18.2609996795654,63.085
Botswana,2015,4.332,0.99355,1.10464,0.04776,0.49495,0.10461,0.12474,BWA,5.421209,2.35176,14406496463.6055,6521.14612848265,37.31205037,65.846,2209197.0,105.794545059157,17.9559993743896,67.155
Myanmar,2015,4.307,0.27108,0.70905,0.48246,0.44017,0.79588,0.19034,MMR,21.887145,0.425126,59687410896.5734,1138.99297578903,21.72583401,66.464,52403669.0,47.3600033533835,0.765999972820282,29.858
Georgia,2015,4.297,0.7419,0.38562,0.72926,0.40577,0.05547,0.38331,GEO,9.75618,2.587069,13993546747.7492,3756.37852007453,47.56975964,73.096,3725276.0,107.008183481109,14.0799999237061,57.448
Malawi,2015,4.292,0.01604,0.41134,0.22562,0.43054,0.33128,0.06977,MWI,1.071325,0.063246,6373212640.84604,362.658197650946,9.298148347,62.661,17573607.0,64.9112746043301,5.78599977493286,16.313
Sri Lanka,2015,4.271,0.83524,1.01905,0.70806,0.53726,0.40828,0.09179,LKA,19.830283,0.929398,80604080688.7961,3844.51400786016,29.98873755,75.088,20966000.0,49.5587965929996,4.67000007629395,18.256
Cameroon,2015,4.252,0.4225,0.88767,0.23402,0.49309,0.20618,0.05786,CMR,9.85067,0.428055,30916218544.4404,1353.92448961447,20.68014766,57.582,22834522.0,49.8692069982459,3.53900003433228,54.578
Bulgaria,2015,4.218,1.01216,1.10614,0.76649,0.30587,0.11921,0.00872,BGR,48.260534,6.602663,50201314894.5817,6993.78348267387,56.6563,74.6146341463415,7177991.0,128.061014821304,9.14299964904785,73.99
Egypt,2015,4.194,0.8818,0.747,0.61712,0.17288,0.11291,0.06324,EGY,224.479721,2.297083,332698041030.807,3547.71301183827,37.81938343,71.304,93778172.0,34.8459429600229,13.0520000457764,42.785
Yemen,2015,4.077,0.54649,0.68093,0.40064,0.35571,0.09131,0.07854,YEM,14.083545,0.493873,45593573381.2648,1693.90781476992,24.08540947,64.743,26916207.0,,14.0229997634888,34.777
Angola,2015,4.033,0.75778,0.8604,0.16683,0.10384,0.12344,0.07122,AGO,25.530951,0.907679,116193649124.475,4170.73035829413,12.4,61.241,27859305.0,62.8885207849744,7.27899980545044,63.446
Mali,2015,3.995,0.26074,1.03526,0.20583,0.38857,0.18798,0.12352,MLI,3.270585,0.180567,13099495529.7113,749.917951220328,10.33,57.478,17467905.0,63.6396414552076,7.72900009155273,39.991
Congo (Brazzaville),2015,3.989,0.67866,0.6629,0.31051,0.41466,0.12388,0.11686,COG,5.662327,1.118068,8553154580.39951,1712.12114632566,7.615974662,64.112,4995648.0,165.64586294781,9.75899982452393,65.543
Comoros,2015,3.956,0.23906,0.79273,0.36315,0.22917,0.17441,0.199,COM,0.179536,0.245867,988150249.533688,1271.05704163196,7.459161386,63.473,777424.0,36.9437708033427,3.99000000953674,28.47
Uganda,2015,3.931,0.21102,1.13299,0.33861,0.45727,0.29066,0.07267,UGA,4.52557,0.120755,27102650386.6012,675.121139677403,17.83485947,59.575,40144870.0,47.6644212960542,1.87000000476837,22.06
Senegal,2015,3.904,0.36498,0.97619,0.4354,0.36772,0.20843,0.10713,SEN,9.845416,0.685796,17767620058.8554,1186.32751397613,21.69026413,66.784,14976994.0,58.1103376742017,6.75699996948242,45.862
Gabon,2015,3.896,1.06024,0.90528,0.43372,0.31914,0.06822,0.11091,GAB,6.475559,3.192263,14377324797.637,7448.71568517725,45.78453653,65.685,1930175.0,73.9497814588281,19.9860000610352,88.118
Niger,2015,3.845,0.0694,0.77265,0.29707,0.47692,0.19387,0.15639,NER,2.207243,0.10966,7217667780.59665,362.752197664149,2.476219975,59.667,19896965.0,59.1238605074889,0.29899999499321,16.247
Cambodia,2015,3.819,0.46038,0.62736,0.61114,0.66246,0.40359,0.07247,KHM,8.36561,0.542604,18049954289.4229,1163.18977018231,22.32743536,68.62,15517635.0,127.86406699658,1.19599997997284,22.188
Tanzania,2015,3.781,0.2852,1.00268,0.38215,0.32878,0.34377,0.05747,TZA,10.635198,0.20241,47378599025.2894,905.756292072207,10.0,64.95,53879957.0,40.7576802266506,2.12299990653992,31.617
Madagascar,2015,3.681,0.20824,0.66801,0.46721,0.19184,0.21333,0.08124,MDG,3.227484,0.129874,9744243531.20119,402.088311769817,4.17397219,65.539,24234088.0,67.5947805180729,1.79999995231628,35.193
Central African Republic,2015,3.678,0.0785,0.0,0.06699,0.48879,0.23835,0.08289,CAF,0.179536,0.037253,1583776805.96568,348.381427149795,3.8,51.41,4546100.0,47.1906221896738,6.75400018692017,40.277
Chad,2015,3.667,0.34193,0.76062,0.1501,0.23501,0.18386,0.05269,TCD,1.684858,0.119153,10945989471.6286,781.331057313294,3.5,52.575,14009413.0,66.5641643497065,2.17199993133545,22.515
Guinea,2015,3.656,0.17417,0.46475,0.24009,0.37725,0.28657,0.12139,GIN,2.451216,0.210839,8794202409.5678,727.302519007954,8.2,59.419,12091533.0,72.4427259419684,4.21099996566772,35.141
Ivory Coast,2015,3.655,0.46534,0.77115,0.15185,0.46866,0.20165,0.17922,CIV,9.554741,0.404918,39633467835.725,1715.10551782589,38.44,53.053,23108472.0,71.9648778454473,3.11299991607666,49.444
Burkina Faso,2015,3.587,0.25812,0.85188,0.27125,0.39493,0.21747,0.12832,BFA,3.714985,0.198471,10419303761.3524,575.314454176311,11.38764617,59.927,18110624.0,47.9479044078272,6.7039999961853,27.53
Afghanistan,2015,3.575,0.31982,0.30285,0.30335,0.23414,0.3651,0.09719,AFG,9.791093,0.290076,19907111418.9938,590.076473832575,8.26,63.288,33736494.0,55.1255265979591,1.67900002002716,24.803
Rwanda,2015,3.465,0.22208,0.7737,0.42864,0.59201,0.22628,0.55191,RWA,0.970185,0.083328,8277613193.57631,711.773977346877,18.0,66.696,11629553.0,52.5482690631109,1.09899997711182,17.004
Benin,2015,3.34,0.28665,0.35386,0.3191,0.4845,0.1826,0.0801,BEN,5.328876,0.487422,8291155880.59505,783.963077800944,11.25498791,60.639,10575952.0,58.7978847750724,2.46300005912781,45.695
Syria,2015,3.006,0.6632,0.47489,0.72193,0.15684,0.47179,0.18906,SYR,28.585119,1.488407,,,29.97979724,69.904,18734987.0,,8.39200019836426,52.168
Burundi,2015,2.905,0.0153,0.41587,0.22396,0.1185,0.19727,0.10062,BDI,0.394157,0.036744,3104394858.11518,304.374220715324,4.866224464,57.094,10199270.0,22.8507110854907,1.59200000762939,12.078
Togo,2015,2.839,0.20868,0.13995,0.28443,0.36453,0.16681,0.10731,TGO,1.863341,0.249335,4179185205.16122,563.475363797121,7.12,59.949,7416802.0,107.415855475636,1.69200003147125,40.1
Denmark,2016,7.526,1.44178,1.16374,0.79504,0.57941,0.36171,0.44453,DNK,37.033259,6.489257,311988101661.744,54467.1014299458,96.96778525,80.8536585365854,5728010.0,100.450239403947,6.18100023269653,87.642
Switzerland,2016,7.509,1.52733,1.14524,0.86303,0.58557,0.28083,0.41203,CHE,39.185341,4.680021,670181065629.156,80037.5030399055,89.13468774,83.6024390243903,8373338.0,120.159799149144,4.91800022125244,73.739
Iceland,2016,7.501,1.42666,1.18326,0.86733,0.56624,0.47678,0.14975,ISL,3.485184,10.382613,20716024757.4057,61757.9493064483,98.2400163,82.2048780487805,335439.0,88.6097032030076,2.9779999256134,93.735
Norway,2016,7.498,1.57744,1.1269,0.79579,0.59609,0.37895,0.35776,NOR,44.765,8.549219,371344761904.762,70941.5252680833,97.29820367,82.4073170731707,5234519.0,68.7985045343565,4.67899990081787,81.485
Finland,2016,7.413,1.40598,1.13464,0.81091,0.57104,0.25492,0.41004,FIN,47.181861,8.585984,239009517793.721,43493.4193426133,87.70364996,81.4292682926829,5495303.0,72.7698509300098,8.81799983978271,85.275
Canada,2016,7.404,1.44015,1.0961,0.8276,0.5737,0.44834,0.31329,CAN,560.525313,15.521199,1526953791566.99,42105.9000552438,91.16,82.300512195122,36264604.0,64.8287598131063,6.99900007247925,81.3
Netherlands,2016,7.339,1.46468,1.02912,0.81231,0.55211,0.47416,0.29927,NLD,164.862023,9.627258,783528181704.567,46007.8529206547,90.4109589,81.5609756097561,17030314.0,148.858664731618,6.00600004196167,90.635
New Zealand,2016,7.334,1.36066,1.17278,0.83096,0.58147,0.49401,0.41904,NZL,34.152639,7.316205,189285950470.754,40331.9591048227,88.47018635,81.6124390243903,4693200.0,51.3228447229639,5.09999990463257,86.4
Australia,2016,7.313,1.44443,1.10476,0.8512,0.56837,0.47407,0.32331,AUS,411.264288,16.997412,1208039015868.39,49937.7313909063,86.54,82.4487804878049,24190907.0,40.7714731948103,5.71099996566772,85.8
Sweden,2016,7.291,1.45181,1.08764,0.83121,0.58218,0.38254,0.40867,SWE,43.415985,4.361961,512205240408.433,51617.5403524643,89.65094761,82.3073170731707,9923085.0,84.3731280627943,6.98999977111816,86.852
Israel,2016,7.267,1.33766,0.99537,0.84917,0.36432,0.32288,0.08728,ISR,61.160656,7.496089,319377923613.703,37371.6269147791,79.65312418,82.4073170731707,8546000.0,58.0218197741974,4.7979998588562,92.256
Austria,2016,7.119,1.45038,1.08383,0.80565,0.54355,0.32865,0.21348,AUT,67.210743,7.693109,394052818287.788,45103.3298149578,84.32333129,81.6414634146342,8736668.0,101.00202508107,6.01399993896484,57.905
United States,2016,7.104,1.50796,1.04782,0.779,0.48163,0.41077,0.14868,USA,5251.757629,16.050104,18707189000000.0,57904.2043289621,75.23264272,78.5390243902439,323071342.0,26.4910030042461,4.86899995803833,81.862
Costa Rica,2016,7.087,1.06879,1.02152,0.76146,0.55225,0.22553,0.10547,CRI,8.003253,1.618387,57157992434.219,11767.5042491362,66.02871285,79.831,4857274.0,63.9275351985885,8.59799957275391,77.735
Puerto Rico,2016,7.039,1.35943,1.08113,0.77758,0.46823,0.22202,0.12275,PRI,0.0,0.0,103960800000.0,30518.4067494595,68.64,79.7883170731707,3406495.0,110.788045563328,11.8000001907349,93.602
Germany,2016,6.994,1.44787,1.09774,0.81487,0.53466,0.30452,0.28551,DEU,800.339834,9.720952,3495162856297.22,42443.4650704217,84.39550077,80.990243902439,82348669.0,83.9622122003323,4.12200021743774,77.224
Brazil,2016,6.952,1.08754,1.03938,0.61415,0.40425,0.15776,0.14166,BRA,492.748,2.382041,1796275437087.99,8650.37637254844,60.87254007,75.509,207652865.0,24.5419928022141,11.6090002059937,86.042
Belgium,2016,6.929,1.42539,1.05249,0.81959,0.51354,0.2424,0.26248,BEL,99.601625,8.80119,469738715754.105,41454.5249267131,86.5165,81.4390243902439,11331422.0,164.115647259704,7.82999992370605,97.919
Ireland,2016,6.907,1.48341,1.16157,0.81455,0.54008,0.44963,0.29754,IRL,40.369543,8.560508,302242900803.522,63558.6979263338,84.51538863,81.7048780487805,4755335.0,224.755320750824,8.36600017547607,62.737
Luxembourg,2016,6.871,1.69752,1.03999,0.84542,0.5487,0.27571,0.35329,LUX,9.089235,15.581073,58961235412.2227,101305.527723083,97.82762613,82.6853658536585,582014.0,413.515382278095,6.29099988937378,90.46
Mexico,2016,6.778,1.11508,0.7146,0.71143,0.37709,0.11735,0.18355,MEX,479.789752,3.948262,1077779580638.77,8450.49401034813,59.540446,77.118,127540423.0,76.1818143286797,3.85899996757507,79.577
Singapore,2016,6.739,1.64555,0.86758,0.94719,0.4877,0.32706,0.46987,SGP,35.654384,6.242087,309763879840.753,55243.1328757177,84.45,82.8463414634146,5607283.0,310.256116061455,4.07999992370605,100.0
United Kingdom,2016,6.725,1.40283,1.08672,0.80991,0.50036,0.50156,0.27399,GBR,399.430131,6.083754,2659238931670.25,40539.9196069162,94.62,81.1560975609756,65595565.0,58.1261766802537,4.81300020217896,82.886
Chile,2016,6.705,1.2167,0.90587,0.81883,0.37789,0.31595,0.11451,CHL,84.243174,4.658468,250036180921.053,13960.894209996,82.32748693,79.522,17909754.0,55.5127031940354,6.73799991607666,87.422
Panama,2016,6.701,1.18306,0.98912,0.70835,0.48927,0.2418,0.08423,PAN,10.43887,2.592648,57957594212.2216,14366.8528896202,54.0,78.001,4034119.0,87.2779537865986,3.31500005722046,67.027
Argentina,2016,6.65,1.15137,1.06612,0.69711,0.42284,0.10989,0.07296,ARG,189.920431,4.349166,554860945013.62,12654.3549989958,70.96898082,76.577,43847430.0,26.1219138061676,8.01599979400635,91.627
Czech Republic,2016,6.596,1.30915,1.00793,0.76376,0.41418,0.09929,0.03986,CZE,106.655719,10.131066,195090272402.729,18463.3865756564,76.48120138,79.0268292682927,10566332.0,151.394675743867,3.95099997520447,73.57
United Arab Emirates,2016,6.573,1.57352,0.87114,0.72993,0.56215,0.26591,0.35561,ARE,212.344312,23.608862,357045064669.843,38517.8003858029,90.60000732,77.256,9269612.0,176.747648042171,1.6360000371933,85.965
Uruguay,2016,6.545,1.18157,1.03143,0.72183,0.54388,0.18056,0.21394,URY,6.521229,1.910274,52687612261.5424,15298.3508918226,66.4,77.493,3444006.0,41.3102262381265,7.84100008010864,95.144
Malta,2016,6.488,1.30782,1.09879,0.80315,0.54994,0.56237,0.17554,MLT,1.356353,2.900018,11274020600.9269,24758.6956160167,77.28939482,82.4536585365854,455356.0,264.621341684046,4.7020001411438,94.48
Colombia,2016,6.481,1.03032,1.02169,0.59659,0.44735,0.15626,0.05399,COL,98.730954,2.073049,282856115393.175,5813.69451945762,58.13649357,74.381,48653419.0,35.9199284157351,8.69200038909912,80.108
France,2016,6.478,1.39488,1.00508,0.83795,0.46562,0.1216,0.17808,FRA,334.43978,5.226494,2465134297438.91,36870.2191344563,79.27,82.5243902439024,66859768.0,61.1288953265056,10.0570001602173,79.917
Thailand,2016,6.474,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833,THA,288.511668,4.08616,411755164832.674,5979.29354625548,47.50496562,75.303,68863514.0,122.168153177406,0.688000023365021,48.448
Saudi Arabia,2016,6.379,1.48953,0.84829,0.59267,0.37904,0.15457,0.30008,SAU,642.859808,19.237928,644935541440.0,19982.0856312059,74.88,74.561,32275687.0,61.8620168524936,5.65000009536743,83.401
Taiwan,2016,6.379,1.39729,0.92624,0.79565,0.32377,0.25495,0.0663,TWN,279.705,11.854684,,,,,,,,
Qatar,2016,6.375,1.82427,0.87964,0.71723,0.56679,0.32388,0.48049,QAT,87.54468,33.73375,151732142857.143,59044.2472877865,94.29111815,78.184,2569804.0,89.5476231430097,0.140000000596046,99.015
Spain,2016,6.361,1.34253,1.12945,0.87896,0.37545,0.17665,0.06137,ESP,261.227657,5.621025,1237499479181.11,26622.2991436203,80.56133294,83.3292682926829,46483569.0,63.0778471909992,19.6350002288818,79.84
Algeria,2016,6.355,1.05266,0.83309,0.61804,0.21006,0.07044,0.16157,DZA,158.748363,3.935325,160129866569.935,3943.49754982175,42.94552688,76.078,40606052.0,55.8922435232785,10.2019996643066,71.459
Guatemala,2016,6.324,0.83454,0.87119,0.54039,0.50379,0.28808,0.08701,GTM,16.926491,1.039008,68663653469.1246,4140.73763497611,34.50932609,73.409,16582469.0,47.0048783441723,2.82599997520447,50.319
Suriname,2016,6.269,1.09686,0.77866,0.50933,0.52234,0.16665,0.12692,SUR,2.349171,4.040173,3152173913.04348,5645.33410410962,45.4,71.405,558368.0,,7.28900003433228,66.04
Kuwait,2016,6.239,1.61714,0.87758,0.63569,0.43166,0.15965,0.23669,KWT,101.897138,25.171689,110912280701.754,27368.2866787596,78.36738376,74.694,4052584.0,94.6613503011347,2.16000008583069,100.0
Bahrain,2016,6.218,1.44024,0.94397,0.65696,0.47375,0.17147,0.25772,BHR,31.55951,22.388014,32250132978.7234,22628.9567909559,95.0,76.9,1425171.0,139.131868992788,1.01300001144409,89.09
Trinidad and Tobago,2016,6.168,1.32572,0.98569,0.52608,0.48453,0.31935,0.01241,TTO,39.893096,27.150535,22295585700.3672,16334.2171433104,73.29694122,70.673,1364962.0,,2.97199988365173,53.25
Venezuela,2016,6.084,1.13367,1.03302,0.61904,0.19847,0.0425,0.08304,VEN,152.385301,4.956996,,,60.0,74.545,31568179.0,,7.46000003814697,88.165
Slovakia,2016,6.078,1.27973,1.08268,0.70367,0.23391,0.13837,0.02947,SVK,34.912876,6.428203,89848359304.5293,16544.2278104487,80.4759,77.1658536585366,5430798.0,183.992985848276,9.67000007629395,53.806
El Salvador,2016,6.068,0.8737,0.80975,0.596,0.37269,0.08877,0.10613,SLV,6.595795,1.055241,23912227500.0,3768.83770478833,28.99707305,73.512,6344722.0,71.9600045625193,4.41800022125244,70.501
Malaysia,2016,6.005,1.25142,0.88025,0.62366,0.39031,0.41474,0.09081,MYS,252.060659,7.99522,296752886724.682,9515.19431808728,78.78830993,75.3,31187265.0,128.824389530633,3.44000005722046,74.84
Nicaragua,2016,5.992,0.69384,0.89521,0.65213,0.46582,0.29773,0.16292,NIC,5.406146,0.846134,13184989877.5664,2143.92589272044,24.57183396,75.404,6149928.0,95.095130525147,4.34000015258789,58.09
Uzbekistan,2016,5.987,0.73591,1.1681,0.50163,0.60848,0.34326,0.28333,UZB,110.139074,3.501639,67445712840.4013,2117.74443025761,46.79128694,71.314,31847900.0,51.1534210628951,5.15999984741211,50.65
Italy,2016,5.977,1.35495,1.04167,0.85102,0.18827,0.16684,0.02556,ITA,358.182542,5.95793,1869117192194.75,30829.5287427951,61.30114276,83.2439024390244,60627498.0,56.0487258570452,11.6879997253418,69.855
Ecuador,2016,5.976,0.97306,0.85974,0.68613,0.4027,0.10074,0.18037,ECU,40.177794,2.443966,99937696000.0,6099.31530342138,54.06292473,76.327,16385068.0,38.5213403358829,4.59700012207031,63.534
Belize,2016,5.956,0.87616,0.68655,0.45569,0.51231,0.23684,0.10771,BLZ,0.62288,1.695774,1806646250.0,4923.35892237174,44.57574032,70.384,366954.0,112.219874255959,7.90999984741211,45.495
Japan,2016,5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985,JPN,1203.888206,9.479893,4949273341993.88,38972.3406391468,93.18272128,83.9848780487805,126994511.0,31.266582448967,3.09999990463257,91.457
Kazakhstan,2016,5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132,KAZ,304.839535,16.861943,137278320084.171,7714.84184376024,74.58772647,72.3,17794055.0,60.3115965864153,4.96000003814697,57.264
Moldova,2016,5.897,0.69177,0.83132,0.52309,0.25202,0.19997,0.01903,MDA,4.903671,1.52046,6795731286.20042,1913.23741416708,70.99999911,71.61,3551954.0,114.405824433461,4.18499994277954,42.511
Russia,2016,5.856,1.23228,1.05261,0.58991,0.32682,0.02736,0.03586,RUS,1624.756335,11.196787,1282663609770.69,8744.96419777915,73.09143462,71.6512195121951,144342396.0,46.3045281236889,5.55900001525879,74.164
Poland,2016,5.835,1.24585,1.04685,0.69058,0.4519,0.14443,0.055,POL,324.381233,8.418465,471992087443.889,12430.6296017676,73.3007,77.8512195121951,37970087.0,100.352692368863,6.16099977493286,60.178
South Korea,2016,5.835,1.35948,0.72194,0.88645,0.25168,0.18824,0.07716,KOR,637.914084,12.432553,1414804158515.26,27608.2474287116,92.84302568,82.2756097560976,51245707.0,77.7128322448845,3.70000004768372,81.562
Bolivia,2016,5.822,0.79422,0.83779,0.4697,0.50961,0.21698,0.07746,BOL,22.682924,2.01393,33941126193.9219,3117.3304591216,39.6975146,69.125,10887882.0,56.4010345452952,3.05599999427795,68.738
Lithuania,2016,5.813,1.2692,1.06411,0.64674,0.18929,0.02025,0.0182,LTU,13.351177,4.551011,42973365745.2891,14982.5330474739,74.37664556,74.6707317073171,2868231.0,146.929214064549,7.86199998855591,67.366
Belarus,2016,5.802,1.13062,1.04993,0.63104,0.29091,0.13942,0.17457,BLR,58.134483,5.988239,47749057078.1996,5025.40506387702,71.11304576,73.8268292682927,9501534.0,125.209322899662,5.84000015258789,77.661
North Cyprus,2016,5.771,1.31141,0.81826,0.84142,0.43596,0.26322,0.16578,CYP,7.375415,6.157052,20453761061.9469,24019.1378679236,75.90036019,80.508,1170125.0,129.6708526679,12.9499998092651,66.881
Slovenia,2016,5.768,1.29947,1.05613,0.79151,0.53164,0.25738,0.03635,SVN,14.464584,6.920787,44708598648.8562,21650.2127554094,75.49850426,81.1756097560976,2065042.0,146.152219504331,8.0,54.02
Peru,2016,5.743,0.99602,0.81255,0.62994,0.37502,0.14527,0.05292,PER,52.813627,1.696399,191639655121.33,6031.36609086896,45.46174069,74.983,31773839.0,45.2547375321388,3.53500008583069,77.539
Turkmenistan,2016,5.658,1.08017,1.03817,0.44006,0.37408,0.22567,0.28467,TKM,73.463697,12.518179,36180000000.0,6389.35432554696,17.99032446,67.835,5662544.0,62.0279554607913,3.79900002479553,50.728
Mauritius,2016,5.648,1.14372,0.75695,0.66189,0.46145,0.36951,0.05203,MUS,4.345504,3.358426,12232463655.5727,9681.61856689674,52.19132594,74.3948780487805,1263473.0,98.4299564132347,6.81300020217896,40.91
Libya,2016,5.615,1.06688,0.95076,0.52304,0.40672,0.17087,0.10339,LBY,51.649399,8.221552,26221660076.2226,4166.63052895261,20.27215956,71.934,6293253.0,70.2142634065448,16.2390003204346,79.54
Latvia,2016,5.56,1.21788,0.95025,0.63952,0.27996,0.17445,0.0889,LVA,7.210325,3.653617,27695474684.447,14133.6829488022,79.84209778,74.580487804878,1959537.0,118.803709544677,9.64299964904785,68.021
Cyprus,2016,5.546,1.31857,0.70697,0.8488,0.29507,0.27906,0.05228,CYP,7.375415,6.157052,20453761061.9469,24019.1378679236,75.90036019,80.508,1170125.0,129.6708526679,12.9499998092651,66.881
Paraguay,2016,5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396,PRY,7.153635,1.141547,36054281572.3981,5360.98593140985,53.4,73.12,6725308.0,65.7761402920682,5.25500011444092,61.026
Romania,2016,5.528,1.1697,0.72803,0.67602,0.36712,0.12889,0.00679,ROU,77.011532,3.8899,188494136775.719,9567.0977819133,59.50395129,75.309756097561,19702332.0,83.2979496178062,5.90100002288818,53.9
Estonia,2016,5.517,1.27964,1.05163,0.68098,0.41511,0.08423,0.18519,EST,17.559353,13.343724,23984296770.8115,18228.0582545935,87.23733209,77.6414634146342,1315790.0,151.127621098361,6.76200008392334,68.563
Jamaica,2016,5.51,0.89333,0.96372,0.59469,0.43597,0.22245,0.04294,JAM,8.163432,2.912708,14072135208.5664,4883.86027010431,44.36685637,75.97,2881355.0,75.9299188466468,13.1920003890991,55.098
Croatia,2016,5.488,1.18649,0.60809,0.70524,0.23907,0.18434,0.04002,HRV,18.109014,4.287425,51640880494.2725,12371.0021596835,72.69730605,78.0219512195122,4174349.0,94.6927092915316,13.1029996871948,56.403
Hong Kong,2016,5.458,1.5107,0.87021,0.95277,0.48079,0.40097,0.31647,HKG,43.365783,5.831927,320881182123.855,43737.0419709205,87.47784626,84.2268292682927,7336600.0,371.707853295519,3.39000010490417,100.0
Somalia,2016,5.44,0.0,0.33613,0.11466,0.56778,0.27225,0.3118,SOM,0.637536,0.044605,6761998533.93861,472.272693325142,1.88,56.293,14317996.0,76.9594793541756,14.2589998245239,43.816
Kosovo,2016,5.401,0.90145,0.66062,0.54,0.14396,0.27992,0.06547,XKX,,,6714712389.38053,3697.12167678699,,71.6463414634146,1816200.0,74.6132683151843,,
Turkey,2016,5.389,1.16492,0.87717,0.64718,0.23889,0.04707,0.12348,TUR,405.304505,5.002562,863721731068.508,10862.7264255339,58.34773401,75.755,79512426.0,46.8156420522548,10.83899974823,74.134
Indonesia,2016,5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322,IDN,552.651509,2.110564,931877364177.742,3568.83264764588,25.45,69.191,261115456.0,37.4213418023318,4.30100011825562,53.989
Jordan,2016,5.303,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297,JOR,24.254737,2.434077,38654727746.4789,4087.9375167203,62.30219257,74.329,9455802.0,91.3165635147951,15.2749996185303,90.506
Azerbaijan,2016,5.291,1.12373,0.76042,0.54504,0.35327,0.0564,0.17914,AZE,34.727333,3.481001,37867518957.1975,3880.73873089556,78.2,72.026,9757812.0,90.0773187345677,5.0,55.021
Philippines,2016,5.279,0.81217,0.87877,0.47036,0.54854,0.21674,0.11757,PHL,122.558,1.168607,304889079564.142,2950.91390303189,55.5,69.094,103320222.0,65.5065717196409,2.70799994468689,46.475
China,2016,5.245,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745,CHN,9764.979745,6.965584,11190992550229.5,8117.26746543179,53.2,76.252,1378665000.0,37.03381667784,4.5,56.736
Bhutan,2016,5.196,0.8527,0.90836,0.49759,0.46074,0.48546,0.1616,BTN,1.152628,1.537328,2219675780.89539,2782.367966626,41.77264453,70.197,797765.0,77.6897625358544,2.33899998664856,39.428
Kyrgyzstan,2016,5.185,0.56044,0.95434,0.55449,0.40212,0.38432,0.04762,KGZ,9.646228,1.602816,6813092065.83507,1120.66651300848,34.5,70.9512195121951,6079500.0,105.823574017406,7.21000003814697,35.944
Serbia,2016,5.177,1.03437,0.81329,0.6458,0.15718,0.20737,0.04339,SRB,45.039818,6.010688,38299854688.1277,5426.19827887247,67.05684137,75.6878048780488,7058322.0,107.49849234879,15.2569999694824,55.81
Bosnia and Herzegovina,2016,5.163,0.93383,0.64367,0.70766,0.09511,0.29889,0.0,BIH,21.730408,6.242601,16911088173.7458,4808.63604287112,60.26,76.911,3516816.0,87.7617410681663,25.4099998474121,47.518
Montenegro,2016,5.161,1.07838,0.74173,0.63533,0.15111,0.17191,0.12721,MNE,2.0152,3.182243,4374130530.97345,7028.94013201519,69.88164684,77.116,622303.0,103.672866466003,17.7229995727539,66.141
